client_id,day,total_amount,transaction_count,anomaly_score,is_anomaly
13,2019-10-01,903.26,6,-1,1
13,2019-10-19,-187.09000000000003,8,-1,1
14,2019-01-21,934.96,6,-1,1
16,2019-01-30,439.93,2,-1,1
16,2019-02-12,551.38,3,-1,1
16,2019-02-13,-247.61999999999998,3,-1,1
16,2019-05-16,393.0,1,-1,1
16,2019-06-23,567.65,1,-1,1
16,2019-07-11,821.18,2,-1,1
16,2019-08-12,679.0,2,-1,1
16,2019-08-14,-211.20000000000002,8,-1,1
16,2019-09-02,642.48,3,-1,1
16,2019-09-04,-185.59000000000003,3,-1,1
17,2019-01-26,424.01,9,-1,1
17,2019-02-12,688.7,6,-1,1
17,2019-03-26,627.46,7,-1,1
17,2019-05-07,529.95,8,-1,1
17,2019-05-25,948.9399999999999,5,-1,1
17,2019-06-14,396.56,9,-1,1
17,2019-06-24,838.1899999999999,8,-1,1
17,2019-06-26,-130.63,8,-1,1
17,2019-07-02,1048.04,9,-1,1
17,2019-07-03,6.420000000000009,8,-1,1
17,2019-08-01,414.35,10,-1,1
17,2019-10-07,371.79,10,-1,1
17,2019-10-15,697.38,6,-1,1
20,2019-01-23,621.34,3,-1,1
20,2019-02-07,837.24,5,-1,1
20,2019-03-03,-158.20000000000002,3,-1,1
20,2019-03-24,746.18,3,-1,1
20,2019-06-03,344.71,10,-1,1
20,2019-08-13,921.7,4,-1,1
20,2019-08-23,-421.86000000000007,5,-1,1
20,2019-10-08,584.03,7,-1,1
20,2019-10-09,-235.24,8,-1,1
21,2019-07-08,645.0000000000001,6,-1,1
21,2019-07-29,638.46,4,-1,1
21,2019-09-08,2129.93,4,-1,1
21,2019-09-16,1283.9099999999999,4,-1,1
21,2019-09-18,-162.32,7,-1,1
21,2019-09-28,944.31,4,-1,1
21,2019-10-02,-211.13000000000002,7,-1,1
22,2019-01-21,707.37,4,-1,1
22,2019-01-28,568.6,3,-1,1
22,2019-02-04,626.83,4,-1,1
22,2019-02-18,451.72,2,-1,1
22,2019-02-20,-174.76,4,-1,1
22,2019-02-27,765.43,4,-1,1
22,2019-03-02,-299.15999999999997,4,-1,1
22,2019-05-26,725.29,5,-1,1
22,2019-06-28,687.7499999999999,5,-1,1
22,2019-09-07,-114.14000000000001,5,-1,1
22,2019-09-20,926.73,6,-1,1
22,2019-10-02,711.0,2,-1,1
22,2019-10-05,-345.69,8,-1,1
27,2019-01-09,-236.9,2,-1,1
27,2019-01-20,804.7099999999999,5,-1,1
27,2019-02-20,-186.56,4,-1,1
27,2019-03-26,452.96,2,-1,1
27,2019-04-24,-12.870000000000019,10,-1,1
27,2019-05-07,832.8500000000001,3,-1,1
27,2019-05-08,652.7199999999999,7,-1,1
27,2019-05-20,1046.4999999999998,4,-1,1
27,2019-05-30,-273.31,4,-1,1
27,2019-06-01,664.62,6,-1,1
27,2019-06-20,-233.37000000000003,7,-1,1
27,2019-06-24,559.71,3,-1,1
28,2019-01-17,556.48,2,-1,1
28,2019-01-20,630.55,4,-1,1
28,2019-01-27,568.5799999999999,2,-1,1
28,2019-02-09,461.32,1,-1,1
28,2019-02-20,805.52,8,-1,1
28,2019-03-02,742.58,4,-1,1
28,2019-03-28,570.62,1,-1,1
28,2019-04-26,379.53,1,-1,1
28,2019-05-29,330.9,1,-1,1
28,2019-06-09,534.42,3,-1,1
28,2019-06-17,438.15999999999997,2,-1,1
28,2019-06-25,594.77,2,-1,1
28,2019-07-15,819.27,4,-1,1
28,2019-07-29,730.9000000000001,6,-1,1
28,2019-08-05,349.0,1,-1,1
28,2019-09-08,351.95,1,-1,1
28,2019-09-10,663.32,4,-1,1
28,2019-10-03,428.85,1,-1,1
32,2019-10-29,648.21,3,-1,1
33,2019-03-06,-236.26999999999998,3,-1,1
33,2019-04-02,565.0,3,-1,1
33,2019-04-03,-125.96000000000002,9,-1,1
33,2019-05-27,732.71,5,-1,1
33,2019-05-29,-288.52,6,-1,1
33,2019-07-04,648.72,4,-1,1
33,2019-07-15,742.4,6,-1,1
33,2019-07-17,-66.05999999999997,6,-1,1
33,2019-08-24,751.13,7,-1,1
33,2019-09-16,658.45,6,-1,1
33,2019-10-04,570.83,3,-1,1
33,2019-10-23,-263.21,4,-1,1
34,2019-01-16,764.27,5,-1,1
34,2019-02-04,814.0,3,-1,1
34,2019-02-09,-32.71999999999997,9,-1,1
34,2019-02-10,1341.05,6,-1,1
34,2019-02-15,619.0,12,-1,1
34,2019-02-18,520.47,9,-1,1
34,2019-02-20,291.69,10,-1,1
34,2019-03-10,1690.31,5,-1,1
34,2019-03-14,653.14,7,-1,1
34,2019-04-03,662.72,3,-1,1
34,2019-04-07,578.88,7,-1,1
34,2019-04-18,968.43,7,-1,1
34,2019-04-22,738.21,6,-1,1
34,2019-04-25,-102.49999999999997,8,-1,1
34,2019-08-13,420.05,9,-1,1
37,2019-01-18,913.0799999999999,8,-1,1
37,2019-02-01,-377.70000000000005,9,-1,1
37,2019-02-19,711.2800000000001,10,-1,1
37,2019-03-28,161.54,11,-1,1
37,2019-04-01,657.1800000000001,8,-1,1
37,2019-04-03,197.42,10,-1,1
37,2019-04-30,254.44,11,-1,1
37,2019-05-31,599.62,7,-1,1
37,2019-06-04,134.07999999999998,10,-1,1
37,2019-06-05,-217.44,5,-1,1
37,2019-07-19,1223.04,6,-1,1
37,2019-07-22,1095.03,4,-1,1
37,2019-07-26,870.74,4,-1,1
37,2019-07-31,37.01999999999998,10,-1,1
37,2019-08-22,631.0699999999999,5,-1,1
37,2019-09-14,145.61,10,-1,1
37,2019-10-21,247.37,10,-1,1
38,2019-01-28,358.75,10,-1,1
38,2019-05-14,694.86,5,-1,1
38,2019-06-02,176.16,10,-1,1
38,2019-06-16,315.49,10,-1,1
38,2019-07-22,586.48,4,-1,1
38,2019-09-30,691.88,5,-1,1
38,2019-10-15,26.36999999999999,9,-1,1
39,2019-01-16,784.11,6,-1,1
39,2019-03-25,620.5600000000001,8,-1,1
39,2019-04-07,1034.6499999999999,6,-1,1
39,2019-04-16,810.43,4,-1,1
39,2019-04-20,649.1700000000001,8,-1,1
39,2019-04-27,858.56,4,-1,1
39,2019-07-27,627.9200000000001,7,-1,1
39,2019-08-08,582.58,9,-1,1
39,2019-08-25,491.51,9,-1,1
39,2019-09-02,581.69,8,-1,1
39,2019-10-30,470.12,12,-1,1
40,2019-03-26,666.73,3,-1,1
40,2019-04-21,-137.39000000000001,6,-1,1
42,2019-03-09,138.79,10,-1,1
42,2019-04-09,756.96,3,-1,1
42,2019-04-19,-447.13,5,-1,1
42,2019-04-24,-39.16999999999999,8,-1,1
42,2019-07-17,-203.14000000000001,4,-1,1
42,2019-08-26,671.57,5,-1,1
44,2019-01-17,-242.08000000000004,3,-1,1
44,2019-05-18,552.61,2,-1,1
45,2019-07-02,699.3100000000001,7,-1,1
45,2019-07-12,-72.4,6,-1,1
45,2019-10-19,200.26,10,-1,1
46,2019-01-13,443.78999999999996,2,-1,1
46,2019-01-24,689.3100000000001,5,-1,1
46,2019-01-25,645.12,3,-1,1
46,2019-02-21,414.82000000000005,9,-1,1
46,2019-04-25,348.2,1,-1,1
46,2019-05-22,679.48,4,-1,1
46,2019-08-01,157.89999999999998,10,-1,1
46,2019-08-02,1182.42,2,-1,1
46,2019-08-25,784.73,3,-1,1
46,2019-09-01,-155.83000000000007,11,-1,1
46,2019-09-16,666.88,4,-1,1
46,2019-10-05,1702.85,6,-1,1
46,2019-10-09,-213.58000000000004,6,-1,1
47,2019-04-26,250.18,10,-1,1
48,2019-01-01,-751.54,4,-1,1
48,2019-01-30,-224.66,8,-1,1
48,2019-02-12,485.06,2,-1,1
48,2019-02-13,-407.34,2,-1,1
48,2019-03-20,-112.5,8,-1,1
48,2019-05-01,-205.88,3,-1,1
48,2019-05-13,468.47,2,-1,1
48,2019-05-15,-232.78000000000003,5,-1,1
48,2019-07-03,-312.2,3,-1,1
48,2019-07-17,336.86,1,-1,1
48,2019-07-24,-120.22,9,-1,1
48,2019-09-30,483.39,2,-1,1
48,2019-10-02,-250.62,4,-1,1
48,2019-10-16,-329.84000000000003,4,-1,1
50,2019-01-31,-266.06,3,-1,1
50,2019-02-07,404.0,1,-1,1
50,2019-08-22,473.18,2,-1,1
50,2019-09-07,-182.37,4,-1,1
51,2019-03-18,796.2,5,-1,1
51,2019-03-20,-191.99999999999994,7,-1,1
51,2019-06-10,545.5,3,-1,1
51,2019-06-11,-70.97999999999998,7,-1,1
51,2019-06-25,571.53,7,-1,1
51,2019-07-18,677.86,6,-1,1
51,2019-07-19,-54.660000000000025,7,-1,1
51,2019-10-04,877.1,5,-1,1
52,2019-01-22,669.52,10,-1,1
52,2019-01-24,541.2,8,-1,1
52,2019-01-25,1081.76,9,-1,1
52,2019-01-26,609.61,7,-1,1
52,2019-01-29,420.42,9,-1,1
52,2019-01-30,687.83,5,-1,1
52,2019-02-03,643.17,8,-1,1
52,2019-02-06,530.07,8,-1,1
52,2019-02-14,598.87,7,-1,1
52,2019-02-15,836.01,10,-1,1
52,2019-02-16,1048.79,7,-1,1
52,2019-02-21,587.52,10,-1,1
52,2019-02-23,430.25,10,-1,1
52,2019-03-03,498.26000000000005,10,-1,1
52,2019-03-09,637.09,8,-1,1
52,2019-03-12,493.38,11,-1,1
52,2019-03-20,611.08,6,-1,1
52,2019-03-22,938.1,11,-1,1
52,2019-03-29,523.65,8,-1,1
52,2019-04-06,569.57,8,-1,1
52,2019-04-07,1015.04,7,-1,1
52,2019-04-13,604.85,9,-1,1
52,2019-04-17,557.35,9,-1,1
52,2019-04-18,1239.51,7,-1,1
52,2019-04-19,742.16,9,-1,1
52,2019-04-24,591.88,9,-1,1
52,2019-04-25,1020.9,11,-1,1
52,2019-04-30,528.03,9,-1,1
52,2019-05-01,698.04,6,-1,1
52,2019-05-06,737.1800000000001,9,-1,1
52,2019-05-07,749.46,8,-1,1
52,2019-05-08,566.87,7,-1,1
52,2019-05-13,678.25,7,-1,1
52,2019-05-17,688.16,7,-1,1
52,2019-05-23,692.05,9,-1,1
52,2019-05-24,826.8,7,-1,1
52,2019-05-25,566.37,7,-1,1
52,2019-06-02,402.06,9,-1,1
52,2019-06-03,506.86,9,-1,1
52,2019-06-06,704.64,10,-1,1
52,2019-06-14,646.42,7,-1,1
52,2019-06-20,794.46,10,-1,1
52,2019-06-22,633.41,9,-1,1
52,2019-06-24,1076.69,7,-1,1
52,2019-07-01,797.29,8,-1,1
52,2019-07-05,568.02,7,-1,1
52,2019-07-09,593.76,7,-1,1
52,2019-07-12,687.92,12,-1,1
52,2019-07-14,819.12,6,-1,1
52,2019-07-22,807.5,9,-1,1
52,2019-07-25,836.6899999999999,8,-1,1
52,2019-07-27,1135.23,8,-1,1
52,2019-07-30,548.24,8,-1,1
52,2019-08-04,645.1800000000001,8,-1,1
52,2019-08-08,683.7099999999999,6,-1,1
52,2019-08-11,694.08,10,-1,1
52,2019-08-12,964.75,10,-1,1
52,2019-08-19,571.79,8,-1,1
52,2019-08-22,679.1999999999999,8,-1,1
52,2019-08-23,497.03000000000003,9,-1,1
52,2019-08-24,929.41,6,-1,1
52,2019-08-31,608.94,8,-1,1
52,2019-09-05,627.4399999999999,7,-1,1
52,2019-09-17,1074.21,9,-1,1
52,2019-09-22,546.45,8,-1,1
52,2019-09-27,707.5,8,-1,1
52,2019-10-02,458.37,9,-1,1
52,2019-10-04,1556.9699999999998,7,-1,1
52,2019-10-11,932.8,13,-1,1
52,2019-10-13,594.26,4,-1,1
52,2019-10-29,643.46,6,-1,1
52,2019-10-30,497.45,9,-1,1
53,2019-01-01,324.96,13,-1,1
53,2019-01-03,230.03,10,-1,1
53,2019-01-06,385.58,10,-1,1
53,2019-01-07,222.76000000000002,11,-1,1
53,2019-01-10,346.14,11,-1,1
53,2019-01-12,265.56,10,-1,1
53,2019-01-21,418.66999999999996,10,-1,1
53,2019-01-25,244.56,11,-1,1
53,2019-01-28,507.91999999999996,10,-1,1
53,2019-01-31,444.57,13,-1,1
53,2019-02-08,378.90999999999997,10,-1,1
53,2019-02-10,322.43,11,-1,1
53,2019-02-11,199.26999999999998,10,-1,1
53,2019-02-14,344.06,10,-1,1
53,2019-02-17,313.59,10,-1,1
53,2019-02-22,285.2,10,-1,1
53,2019-02-28,663.18,11,-1,1
53,2019-03-16,1235.41,5,-1,1
53,2019-03-21,254.74,10,-1,1
53,2019-03-22,385.96999999999997,16,-1,1
53,2019-04-06,367.15,11,-1,1
53,2019-04-12,680.6,13,-1,1
53,2019-04-14,248.93,10,-1,1
53,2019-04-28,200.46,10,-1,1
53,2019-05-07,1165.35,9,-1,1
53,2019-05-16,264.96,10,-1,1
53,2019-05-20,278.64,11,-1,1
53,2019-05-27,199.35,11,-1,1
53,2019-05-30,188.65,10,-1,1
53,2019-05-31,310.88,10,-1,1
53,2019-06-14,296.92,14,-1,1
53,2019-06-24,262.16,11,-1,1
53,2019-07-04,381.92,10,-1,1
53,2019-07-05,287.34000000000003,10,-1,1
53,2019-07-09,410.2,11,-1,1
53,2019-07-11,380.94,13,-1,1
53,2019-07-12,453.37,9,-1,1
53,2019-07-13,209.02,13,-1,1
53,2019-07-14,211.95000000000002,10,-1,1
53,2019-07-18,317.5,15,-1,1
53,2019-07-22,449.27,14,-1,1
53,2019-08-05,239.26999999999998,10,-1,1
53,2019-08-12,455.83,11,-1,1
53,2019-08-14,582.1700000000001,10,-1,1
53,2019-08-19,906.29,15,-1,1
53,2019-08-20,279.45,12,-1,1
53,2019-08-21,25.909999999999968,9,-1,1
53,2019-08-22,171.32999999999998,11,-1,1
53,2019-08-29,341.48,13,-1,1
53,2019-09-02,273.47,14,-1,1
53,2019-09-04,345.72,12,-1,1
53,2019-09-13,152.99,12,-1,1
53,2019-09-22,238.98000000000002,11,-1,1
53,2019-10-09,186.9,13,-1,1
53,2019-10-13,903.0300000000001,6,-1,1
55,2019-01-01,-44.27999999999997,7,-1,1
55,2019-01-05,272.19,11,-1,1
55,2019-01-07,1113.1399999999999,10,-1,1
55,2019-01-09,-139.19,11,-1,1
55,2019-02-16,985.48,2,-1,1
55,2019-03-18,531.42,3,-1,1
55,2019-03-20,-250.45000000000002,5,-1,1
55,2019-03-21,739.16,6,-1,1
55,2019-04-04,724.84,6,-1,1
55,2019-04-08,-243.66,7,-1,1
55,2019-05-20,386.8,10,-1,1
55,2019-05-24,1076.24,3,-1,1
55,2019-06-21,829.53,6,-1,1
55,2019-06-27,-325.54999999999995,7,-1,1
55,2019-07-09,-142.55,7,-1,1
55,2019-08-29,84.03,9,-1,1
57,2019-02-09,917.91,1,-1,1
57,2019-04-27,1078.46,2,-1,1
57,2019-04-29,590.46,4,-1,1
57,2019-05-01,-203.2,5,-1,1
57,2019-05-04,759.3,4,-1,1
57,2019-08-13,636.04,7,-1,1
57,2019-08-14,-335.06,4,-1,1
57,2019-10-27,264.72,10,-1,1
58,2019-01-03,-72.9,6,-1,1
58,2019-01-07,483.68,2,-1,1
58,2019-01-09,-194.14,3,-1,1
58,2019-01-12,1309.9699999999998,4,-1,1
58,2019-02-11,420.3,9,-1,1
58,2019-03-09,368.0,1,-1,1
58,2019-03-18,595.02,8,-1,1
58,2019-03-27,349.04,1,-1,1
58,2019-04-08,723.4,5,-1,1
58,2019-06-04,609.14,4,-1,1
58,2019-06-05,753.14,4,-1,1
58,2019-06-20,-136.39000000000001,4,-1,1
58,2019-08-04,459.8,2,-1,1
58,2019-08-12,926.78,5,-1,1
58,2019-08-14,-339.61,6,-1,1
58,2019-08-23,854.0,4,-1,1
58,2019-09-23,1201.1799999999998,4,-1,1
58,2019-09-26,622.38,5,-1,1
58,2019-10-20,648.94,7,-1,1
58,2019-10-26,959.03,4,-1,1
58,2019-10-29,-439.98,7,-1,1
60,2019-01-26,771.6300000000001,5,-1,1
60,2019-02-23,739.41,4,-1,1
60,2019-03-04,-106.16,7,-1,1
60,2019-03-09,460.57,2,-1,1
60,2019-03-23,942.94,6,-1,1
60,2019-04-04,620.06,5,-1,1
60,2019-04-09,622.22,3,-1,1
60,2019-06-14,639.82,8,-1,1
60,2019-08-03,812.56,8,-1,1
60,2019-08-12,-32.29000000000002,7,-1,1
61,2019-01-03,664.96,5,-1,1
61,2019-02-16,623.4799999999999,5,-1,1
61,2019-03-08,1493.4899999999998,6,-1,1
61,2019-04-03,731.97,3,-1,1
61,2019-05-03,615.6,9,-1,1
61,2019-05-21,790.07,4,-1,1
61,2019-05-30,626.21,7,-1,1
61,2019-06-03,1508.44,1,-1,1
61,2019-06-19,639.0400000000001,3,-1,1
61,2019-06-20,683.2199999999999,4,-1,1
61,2019-06-23,269.05,10,-1,1
61,2019-06-26,493.77,2,-1,1
61,2019-07-01,676.38,7,-1,1
61,2019-07-12,751.88,3,-1,1
61,2019-08-14,679.35,6,-1,1
61,2019-08-30,856.19,5,-1,1
61,2019-09-09,-111.82999999999998,5,-1,1
61,2019-09-25,1416.45,1,-1,1
61,2019-09-27,732.39,7,-1,1
61,2019-10-15,826.92,4,-1,1
62,2019-01-09,-181.73999999999998,4,-1,1
62,2019-02-21,256.17,10,-1,1
62,2019-04-28,808.23,6,-1,1
62,2019-05-09,-316.51,6,-1,1
62,2019-06-18,766.08,6,-1,1
62,2019-06-19,-323.17,6,-1,1
62,2019-07-06,777.6600000000001,10,-1,1
62,2019-07-09,349.21000000000004,10,-1,1
62,2019-07-29,809.1,7,-1,1
62,2019-07-31,-340.18,8,-1,1
62,2019-08-22,904.99,8,-1,1
62,2019-09-03,-267.14,9,-1,1
63,2019-01-31,191.23000000000002,10,-1,1
63,2019-02-25,700.6500000000001,4,-1,1
63,2019-07-28,726.98,6,-1,1
63,2019-08-08,72.52000000000001,9,-1,1
63,2019-08-11,168.19,10,-1,1
63,2019-08-16,132.63,10,-1,1
63,2019-08-30,422.93,9,-1,1
64,2019-01-15,768.23,3,-1,1
64,2019-02-11,991.86,2,-1,1
64,2019-02-24,599.12,6,-1,1
64,2019-02-28,-199.23000000000002,4,-1,1
64,2019-03-06,324.3,1,-1,1
64,2019-03-30,841.0699999999999,4,-1,1
64,2019-04-29,503.17,2,-1,1
64,2019-05-02,939.2199999999999,2,-1,1
64,2019-05-10,587.0,2,-1,1
64,2019-05-19,654.2499999999999,4,-1,1
64,2019-06-19,587.54,7,-1,1
64,2019-06-20,560.86,7,-1,1
64,2019-07-04,880.9,5,-1,1
64,2019-07-27,694.1,6,-1,1
64,2019-08-02,533.72,3,-1,1
64,2019-09-14,1053.56,4,-1,1
64,2019-10-25,545.92,8,-1,1
65,2019-03-24,766.3100000000001,3,-1,1
65,2019-03-29,494.32000000000005,2,-1,1
65,2019-04-06,683.62,5,-1,1
65,2019-04-09,-331.69,7,-1,1
65,2019-05-07,747.83,3,-1,1
65,2019-05-27,677.49,6,-1,1
65,2019-05-29,-233.14999999999998,7,-1,1
65,2019-08-21,703.27,4,-1,1
65,2019-08-25,-209.24,5,-1,1
68,2019-01-05,955.8299999999999,4,-1,1
68,2019-01-08,725.0699999999999,6,-1,1
68,2019-01-09,-117.59,7,-1,1
68,2019-02-22,1341.42,6,-1,1
68,2019-02-25,-376.69,6,-1,1
68,2019-04-20,443.47,1,-1,1
68,2019-05-03,808.54,5,-1,1
68,2019-05-21,42.70999999999998,9,-1,1
68,2019-08-25,851.63,5,-1,1
68,2019-10-29,843.78,5,-1,1
68,2019-10-30,-288.49,8,-1,1
69,2019-01-21,818.15,9,-1,1
69,2019-01-23,-222.02999999999997,7,-1,1
69,2019-06-14,615.27,5,-1,1
69,2019-08-26,-121.89000000000001,5,-1,1
73,2019-03-05,735.06,6,-1,1
73,2019-04-14,602.28,3,-1,1
73,2019-05-14,1160.67,3,-1,1
73,2019-07-26,863.08,3,-1,1
73,2019-08-10,1134.49,4,-1,1
73,2019-08-21,819.99,3,-1,1
73,2019-09-01,684.98,4,-1,1
73,2019-09-04,-32.31999999999998,8,-1,1
73,2019-09-05,762.47,2,-1,1
73,2019-09-22,819.69,1,-1,1
73,2019-09-26,843.61,3,-1,1
74,2019-02-08,801.34,2,-1,1
74,2019-03-06,817.78,4,-1,1
74,2019-03-21,-240.71000000000004,9,-1,1
74,2019-09-02,-256.29,3,-1,1
74,2019-09-05,1037.96,3,-1,1
75,2019-04-17,-271.35,3,-1,1
75,2019-09-25,1237.57,3,-1,1
77,2019-02-05,685.46,5,-1,1
77,2019-02-16,778.3900000000001,6,-1,1
77,2019-03-26,1200.87,5,-1,1
77,2019-04-13,719.58,6,-1,1
77,2019-04-28,668.7,7,-1,1
77,2019-05-12,742.8199999999999,6,-1,1
77,2019-06-10,948.49,9,-1,1
77,2019-06-20,968.15,6,-1,1
77,2019-08-01,581.89,8,-1,1
77,2019-08-05,1018.73,6,-1,1
77,2019-08-07,-208.57000000000002,7,-1,1
77,2019-08-10,976.5200000000001,6,-1,1
77,2019-08-15,558.9,7,-1,1
77,2019-08-21,785.59,6,-1,1
77,2019-09-22,628.54,5,-1,1
77,2019-09-28,817.77,6,-1,1
77,2019-10-28,1693.03,8,-1,1
79,2019-02-16,871.83,5,-1,1
79,2019-03-20,-170.97,3,-1,1
79,2019-05-30,651.15,3,-1,1
79,2019-06-04,719.96,5,-1,1
79,2019-06-05,-355.91,4,-1,1
79,2019-07-31,952.58,3,-1,1
79,2019-08-08,497.0,2,-1,1
79,2019-08-19,-186.05,4,-1,1
79,2019-08-29,695.43,2,-1,1
79,2019-09-09,563.28,3,-1,1
79,2019-09-11,-231.64,4,-1,1
80,2019-06-14,1036.75,5,-1,1
80,2019-09-06,515.42,1,-1,1
80,2019-10-20,799.94,3,-1,1
80,2019-10-31,-249.95000000000002,5,-1,1
81,2019-01-07,609.78,6,-1,1
81,2019-01-13,678.76,2,-1,1
81,2019-02-10,672.28,3,-1,1
81,2019-02-12,734.87,7,-1,1
81,2019-02-13,-36.12,8,-1,1
81,2019-03-20,702.14,2,-1,1
81,2019-05-18,642.81,4,-1,1
81,2019-06-01,694.48,5,-1,1
81,2019-06-16,635.3,6,-1,1
81,2019-06-24,81.17999999999998,10,-1,1
81,2019-06-28,708.79,4,-1,1
81,2019-07-07,201.76,11,-1,1
81,2019-08-03,1148.85,9,-1,1
81,2019-08-10,-239.20000000000005,9,-1,1
81,2019-09-16,618.31,7,-1,1
84,2019-06-28,709.3199999999999,11,-1,1
86,2019-02-12,674.79,3,-1,1
86,2019-02-26,-404.64000000000004,5,-1,1
86,2019-07-13,946.74,3,-1,1
86,2019-07-26,-590.3699999999999,10,-1,1
87,2019-03-15,225.21,11,-1,1
87,2019-06-02,233.61,11,-1,1
87,2019-07-20,724.13,4,-1,1
87,2019-07-31,-125.88000000000001,9,-1,1
87,2019-08-18,99.28999999999999,10,-1,1
87,2019-08-26,542.75,10,-1,1
87,2019-08-28,-156.48000000000002,6,-1,1
87,2019-10-02,-171.05,5,-1,1
89,2019-01-19,674.57,4,-1,1
89,2019-01-30,682.8,6,-1,1
89,2019-06-12,541.59,8,-1,1
89,2019-08-26,809.07,8,-1,1
89,2019-09-07,69.09,10,-1,1
89,2019-10-01,835.67,4,-1,1
92,2019-01-23,-129.10000000000002,6,-1,1
92,2019-02-16,791.71,5,-1,1
92,2019-04-16,896.47,6,-1,1
92,2019-04-17,-336.86,10,-1,1
92,2019-06-23,855.46,8,-1,1
92,2019-07-09,759.98,5,-1,1
92,2019-08-12,408.0,1,-1,1
92,2019-08-14,-347.84,3,-1,1
94,2019-01-15,339.32,12,-1,1
94,2019-02-18,637.96,4,-1,1
94,2019-05-11,386.41999999999996,11,-1,1
94,2019-05-21,695.47,8,-1,1
94,2019-06-04,606.81,7,-1,1
94,2019-06-14,465.94,9,-1,1
94,2019-06-17,356.61,12,-1,1
94,2019-06-18,127.33999999999997,10,-1,1
94,2019-06-26,1006.9,8,-1,1
94,2019-06-28,-399.01,6,-1,1
94,2019-09-22,814.05,5,-1,1
94,2019-10-04,123.72,10,-1,1
94,2019-10-10,736.99,8,-1,1
94,2019-10-14,677.37,7,-1,1
94,2019-10-18,-240.83,4,-1,1
96,2019-01-01,392.99,12,-1,1
96,2019-01-02,545.1,9,-1,1
96,2019-01-04,964.98,17,-1,1
96,2019-01-05,837.4,12,-1,1
96,2019-01-06,471.62,11,-1,1
96,2019-01-07,566.11,11,-1,1
96,2019-01-08,521.75,11,-1,1
96,2019-01-09,495.6,14,-1,1
96,2019-01-10,847.24,7,-1,1
96,2019-01-11,468.39,12,-1,1
96,2019-01-12,859.75,11,-1,1
96,2019-01-13,660.72,9,-1,1
96,2019-01-14,417.56,13,-1,1
96,2019-01-15,388.09000000000003,11,-1,1
96,2019-01-16,330.63,10,-1,1
96,2019-01-18,474.59,11,-1,1
96,2019-01-19,1344.23,15,-1,1
96,2019-01-21,488.37,10,-1,1
96,2019-01-22,1210.78,13,-1,1
96,2019-01-23,913.3000000000001,14,-1,1
96,2019-01-24,1042.85,22,-1,1
96,2019-01-25,488.33,9,-1,1
96,2019-01-26,525.58,9,-1,1
96,2019-01-27,651.49,11,-1,1
96,2019-01-28,661.39,16,-1,1
96,2019-01-29,467.85,11,-1,1
96,2019-02-02,585.78,13,-1,1
96,2019-02-03,735.25,14,-1,1
